date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-09-28,43.15,Bank Fee,Bank Fee,Four business peace.,"Logan, George and Reynolds",expense,3
2024-09-29,9.46,Transportation,Uber/Lyft,Gas fill-up,Lyft,expense,3
2024-09-29,11.35,Entertainment,Streaming,Concert,Netflix,expense,3
2024-09-29,22.75672273262796,Shopping,Electronics,Online purchase,Amazon,expense,3
2024-09-30,11.41,ATM Fee,ATM Fee,Hard keep.,Trujillo and Sons,expense,3
2024-09-30,49.13,Subscription,Subscription,Front third traditional boy.,Christian Ltd,expense,3
2024-10-01,1967.76,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-10-01,1686.96,Freelance,Freelance,Freelance project payment,Client A,income,3
2024-10-01,23.8,Food & Dining,Coffee,Grocery shopping,McDonalds,expense,3
2024-10-01,21.81,Shopping,Personal Care,Personal items,Walgreens,expense,3
2024-10-01,29.0,Bank Fee,Bank Fee,Information new give support consider.,Smith-Robertson,expense,3
2024-10-02,30.01,Transportation,Car Payment,Parking fee,Honda Finance,expense,3
2024-10-02,99.68,Utilities,Gas,Phone bill,Comcast,expense,3
2024-10-05,27.07,Food & Dining,Coffee,Dinner,Safeway,expense,3
2024-10-05,8.77,Food & Dining,Coffee,Coffee,Whole Foods,expense,3
2024-10-05,18.38,Subscription,Subscription,Nothing middle help I.,Lopez and Sons,expense,3
2024-10-06,26.16,Subscription,Subscription,Each how whom tough increase.,Wiggins Inc,expense,3
2024-10-07,8.37,Food & Dining,Coffee,Lunch,Uber Eats,expense,3
2024-10-09,18.69,Shopping,Clothing,Retail shopping,Macys,expense,3
2024-10-10,21.47,Shopping,Electronics,Retail shopping,CVS,expense,3
2024-10-11,24.68,Food & Dining,Groceries,Coffee,Starbucks,expense,3
2024-10-12,30.31,Transportation,Gas,Car payment,Honda Finance,expense,3
2024-10-12,13.0,Entertainment,Streaming,Concert,AMC Theaters,expense,3
2024-10-14,12.95,Bank Fee,Bank Fee,Last even much.,"Lopez, Grant and Washington",expense,3
2024-10-15,1885.21,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-10-15,1203.76,Freelance,Freelance,Freelance project payment,Client A,income,3
2024-10-15,32.47,Bank Fee,Bank Fee,Wait could wide break.,"Rodgers, Hawkins and Burke",expense,3
2024-10-18,12.53,Shopping,Personal Care,Retail shopping,CVS,expense,3
2024-10-20,23.24,Shopping,Electronics,Online purchase,Walgreens,expense,3
2024-10-21,9.08,Entertainment,Gaming,Movie tickets,Spotify,expense,3
2024-10-21,57.92,Healthcare,Dental,Prescription,Kaiser Permanente,expense,3
2024-10-21,108.62,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,3
2024-10-21,32.92,Other,Other,Treatment business.,Thomas Group,expense,3
2024-10-21,44.9,Bank Fee,Bank Fee,Go evidence debate into.,"Morrison, Beltran and Harris",expense,3
2024-10-22,3.48,Entertainment,Sports,Movie tickets,Netflix,expense,3
2024-10-22,41.64,ATM Fee,ATM Fee,Provide respond describe.,"Montes, Jones and Ibarra",expense,3
2024-10-23,785.86,Housing,Maintenance,Mortgage payment,Property Manager,expense,3
2024-10-23,37.46,Transportation,Parking,Gas fill-up,Honda Finance,expense,3
2024-10-24,12.37,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,3
2024-10-28,13.16,Food & Dining,Coffee,Lunch,Safeway,expense,3
2024-10-28,12.59,Transportation,Car Payment,Gas fill-up,Metro,expense,3
2024-10-28,34.44,ATM Fee,ATM Fee,Personal kitchen hot contain.,Mercado-Underwood,expense,3
2024-10-28,48.22,ATM Fee,ATM Fee,Phone herself door couple.,Horn Inc,expense,3
2024-11-01,1896.87,Salary,Salary,Monthly salary payment,Finance Inc,income,3
2024-11-01,11.16,Entertainment,Sports,Subscription,AMC Theaters,expense,3
2024-11-02,35.97,Transportation,Uber/Lyft,Parking fee,Shell,expense,3
2024-11-02,20.257506332168074,Shopping,Home Goods,Retail shopping,Target,expense,3
2024-11-02,26.64001585665505,Shopping,Books,Online purchase,Macys,expense,3
2024-11-03,22.81,Other,Other,Week become player.,Park-Cantu,expense,3
2024-11-04,26.068399522878217,Shopping,Home Goods,Online purchase,CVS,expense,3
2024-11-06,24.51,Transportation,Public Transit,Parking fee,Shell,expense,3
2024-11-06,10.62,Entertainment,Music,Subscription,Spotify,expense,3
2024-11-06,63.13,Healthcare,Doctor Visit,Doctor visit,Kaiser Permanente,expense,3
2024-11-06,11.38,Bank Fee,Bank Fee,Wife exist this whatever society.,"Rowe, Maddox and Jones",expense,3
2024-11-07,44.88697841870545,Food & Dining,Coffee,Coffee,Whole Foods,expense,3
2024-11-09,40.48,Other,Other,Work prepare.,"Park, Gonzalez and Oliver",expense,3
2024-11-10,7.45,Bank Fee,Bank Fee,Now though town from.,"French, Cameron and Henderson",expense,3
2024-11-12,12.49,Entertainment,Music,Movie tickets,Netflix,expense,3
2024-11-12,33.63,Subscription,Subscription,Least article house south.,Pearson-Lopez,expense,3
2024-11-13,19.2,Transportation,Public Transit,Car payment,Uber,expense,3
2024-11-13,37.11,Bank Fee,Bank Fee,Large week low each.,"Boyd, Callahan and Nelson",expense,3
2024-11-14,17.227750120113566,Food & Dining,Coffee,Coffee,McDonalds,expense,3
2024-11-15,1921.7,Salary,Salary,Monthly salary payment,Finance Inc,income,3
2024-11-16,40.63,Other,Other,Each edge.,Fisher-Carlson,expense,3
2024-11-18,24.16,Subscription,Subscription,Behavior life read.,"Price, Evans and Martin",expense,3
2024-11-19,101.64,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,3
2024-11-19,34.71,Other,Other,Art early cover recently reduce.,Reyes-Gill,expense,3
2024-11-20,27.715313649014785,Food & Dining,Delivery,Grocery shopping,Uber Eats,expense,3
2024-11-21,29.292801326865945,Food & Dining,Fast Food,Dinner,Starbucks,expense,3
2024-11-21,26.34,Transportation,Car Payment,Car payment,Honda Finance,expense,3
2024-11-21,32.11,Subscription,Subscription,Experience high wind.,"Joyce, Best and Fleming",expense,3
2024-11-23,9.92,Entertainment,Streaming,Concert,PlayStation Store,expense,3
2024-11-23,11.7,Subscription,Subscription,Southern prevent think town partner.,Reese Inc,expense,3
2024-11-24,24.55519622675603,Shopping,Home Goods,Online purchase,Walgreens,expense,3
2024-11-25,20.35,Transportation,Public Transit,Parking fee,Honda Finance,expense,3
2024-11-25,99.55,Utilities,Water,Phone bill,Comcast,expense,3
2024-11-25,3.2,Entertainment,Streaming,Movie tickets,Spotify,expense,3
2024-11-26,805.62,Housing,Property Tax,Property maintenance,Property Manager,expense,3
2024-11-27,11.848831758710457,Shopping,Books,Retail shopping,Walgreens,expense,3
2024-11-27,32.98,Other,Other,Investment help line medical.,"Curry, Campbell and Becker",expense,3
2024-11-28,31.4,Transportation,Parking,Parking fee,Shell,expense,3
2024-11-30,85.37,Utilities,Electric,Electric bill,AT&T,expense,3
2024-11-30,131.31,Utilities,Phone,Internet bill,Water Company,expense,3
2024-12-01,1879.68,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-12-01,36.793066579001554,Shopping,Electronics,Retail shopping,CVS,expense,3
2024-12-02,23.501911591230478,Shopping,Books,Retail shopping,Macys,expense,3
2024-12-03,59.15,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,3
2024-12-03,28.73,Bank Fee,Bank Fee,Information defense music.,Reid-Wilkerson,expense,3
2024-12-04,783.51,Housing,Maintenance,Property maintenance,Wells Fargo,expense,3
2024-12-04,27.870759524563958,Shopping,Home Goods,Personal items,Best Buy,expense,3
2024-12-04,76.01,Healthcare,Insurance Premium,Doctor visit,Kaiser Permanente,expense,3
2024-12-07,24.325637984789168,Food & Dining,Coffee,Dinner,Whole Foods,expense,3
2024-12-07,27.050642265241535,Shopping,Home Goods,Retail shopping,Best Buy,expense,3
2024-12-07,13.09,ATM Fee,ATM Fee,According conference too fire.,"Hernandez, Glover and Welch",expense,3
2024-12-08,31.75,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,3
2024-12-09,13.96,Entertainment,Gaming,Concert,AMC Theaters,expense,3
2024-12-15,1991.29,Salary,Salary,Monthly salary payment,Finance Inc,income,3
2024-12-15,570.27,Freelance,Freelance,Freelance project payment,Client A,income,3
2024-12-15,19.88,Transportation,Gas,Parking fee,Chevron,expense,3
2024-12-16,127.73,Utilities,Electric,Phone bill,Comcast,expense,3
2024-12-17,22.17,ATM Fee,ATM Fee,Voice into tend learn event.,Greer-Soto,expense,3
2024-12-18,16.22,Other,Other,Appear even serve.,Porter LLC,expense,3
2024-12-19,806.12,Housing,Rent,Property maintenance,Landlord,expense,3
2024-12-22,56.3,Healthcare,Dental,Insurance,Dental Associates,expense,3
2024-12-24,35.27273632698402,Food & Dining,Delivery,Grocery shopping,Uber Eats,expense,3
2024-12-24,86.63,Utilities,Internet,Electric bill,Water Company,expense,3
2024-12-24,36.36,Bank Fee,Bank Fee,Different he usually tonight choice.,"Dickson, Williams and Morales",expense,3
2024-12-25,23.558051741694538,Food & Dining,Coffee,Dinner,Uber Eats,expense,3
2024-12-26,23.06,Other,Other,Find cup again sign.,Jones Group,expense,3
2024-12-28,29.58,Transportation,Uber/Lyft,Car payment,Metro,expense,3
2024-12-28,2.32,Entertainment,Streaming,Movie tickets,Steam,expense,3
2024-12-28,8.41,Entertainment,Music,Subscription,Spotify,expense,3
2024-12-29,5.9,Transportation,Parking,Car payment,Lyft,expense,3
2024-01-01,1974.51,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-01-02,17.76,Transportation,Uber/Lyft,Gas fill-up,Uber,expense,4
2024-01-02,14.52,ATM Fee,ATM Fee,Individual improve type ask.,Ford PLC,expense,4
2024-01-02,7.56,Subscription,Subscription,Wear who sell.,Martin PLC,expense,4
2024-01-03,767.74,Housing,Rent,Mortgage payment,Wells Fargo,expense,4
2024-01-03,12.32,Entertainment,Streaming,Subscription,AMC Theaters,expense,4
2024-01-03,6.59,Shopping,Personal Care,Online purchase,Amazon,expense,4
2024-01-03,87.83,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,4
2024-01-04,8.58,Transportation,Uber/Lyft,Parking fee,Lyft,expense,4
2024-01-05,9.46,Bank Fee,Bank Fee,Member gun.,Shelton Inc,expense,4
2024-01-05,7.31,ATM Fee,ATM Fee,Protect gun middle wear.,"Gomez, Jones and Preston",expense,4
2024-01-06,17.62,Food & Dining,Restaurants,Lunch,McDonalds,expense,4
2024-01-06,21.45,Food & Dining,Restaurants,Grocery shopping,Safeway,expense,4
2024-01-07,108.01,Utilities,Water,Internet bill,Verizon,expense,4
2024-01-08,21.83,Shopping,Personal Care,Online purchase,Walgreens,expense,4
2024-01-08,41.7,Subscription,Subscription,Send box.,Conley-Perkins,expense,4
2024-01-11,13.67,Subscription,Subscription,Indicate agency include yes compare.,Williamson Group,expense,4
2024-01-11,49.21,Subscription,Subscription,Minute week.,Wright Inc,expense,4
2024-01-12,12.64,Food & Dining,Coffee,Grocery shopping,McDonalds,expense,4
2024-01-12,26.22,Food & Dining,Restaurants,Dinner,DoorDash,expense,4
2024-01-13,12.17,Bank Fee,Bank Fee,Trouble space community down.,Santiago-Lara,expense,4
2024-01-13,27.37,Other,Other,Debate moment dog stage production.,Miller-Pham,expense,4
2024-01-14,8.72,Entertainment,Sports,Concert,AMC Theaters,expense,4
2024-01-15,1952.43,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-01-15,592.42,Freelance,Freelance,Freelance project payment,Upwork,income,4
2024-01-15,20.22,Transportation,Uber/Lyft,Car payment,Chevron,expense,4
2024-01-15,47.44,ATM Fee,ATM Fee,Draw however.,Lloyd-Bell,expense,4
2024-01-16,16.52,Food & Dining,Fast Food,Coffee,Chipotle,expense,4
2024-01-16,5.76,Entertainment,Movies,Subscription,AMC Theaters,expense,4
2024-01-18,747.81,Housing,HOA Fees,Property maintenance,Wells Fargo,expense,4
2024-01-21,17.01,Transportation,Gas,Parking fee,Lyft,expense,4
2024-01-21,10.73,Entertainment,Sports,Concert,PlayStation Store,expense,4
2024-01-24,47.76,Bank Fee,Bank Fee,Majority throughout.,Chan-Conner,expense,4
2024-01-24,39.29,ATM Fee,ATM Fee,East history though.,Montoya and Sons,expense,4
2024-01-25,807.12,Housing,Maintenance,Property maintenance,Bank of America,expense,4
2024-01-26,15.16,Transportation,Gas,Gas fill-up,Metro,expense,4
2024-01-26,12.47,Shopping,Personal Care,Retail shopping,Amazon,expense,4
2024-01-26,9.45,ATM Fee,ATM Fee,Voice soon market four tend.,"Valdez, Stewart and Smith",expense,4
2024-01-28,6.09,Entertainment,Gaming,Concert,PlayStation Store,expense,4
2024-01-29,14.07,Entertainment,Movies,Subscription,AMC Theaters,expense,4
2024-01-30,44.03,Bank Fee,Bank Fee,Painting firm.,Santos-Henderson,expense,4
2024-01-30,21.89,Other,Other,If stand message.,Walsh Ltd,expense,4
2024-01-31,116.87,Utilities,Electric,Internet bill,Verizon,expense,4
2024-02-01,1849.76,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-02-01,1023.28,Freelance,Freelance,Freelance project payment,Upwork,income,4
2024-02-01,14.26,Entertainment,Music,Movie tickets,Netflix,expense,4
2024-02-03,17.58,ATM Fee,ATM Fee,Which grow you.,Cline PLC,expense,4
2024-02-05,14.12,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,4
2024-02-06,92.82,Utilities,Gas,Internet bill,Comcast,expense,4
2024-02-06,105.74,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,4
2024-02-06,16.78,ATM Fee,ATM Fee,Hear take fill.,Mcfarland Group,expense,4
2024-02-07,121.64,Utilities,Gas,Electric bill,Verizon,expense,4
2024-02-07,29.9,Bank Fee,Bank Fee,Care product parent.,Reed Group,expense,4
2024-02-08,741.4,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,4
2024-02-08,6.21,Bank Fee,Bank Fee,Call himself general similar.,"Douglas, Bowman and Murphy",expense,4
2024-02-09,2.65,Entertainment,Movies,Movie tickets,AMC Theaters,expense,4
2024-02-09,15.41,Shopping,Clothing,Personal items,Amazon,expense,4
2024-02-09,34.69,Subscription,Subscription,Off center project worry.,Brown and Sons,expense,4
2024-02-10,9.47,Transportation,Public Transit,Parking fee,Honda Finance,expense,4
2024-02-12,747.19,Housing,HOA Fees,Mortgage payment,Wells Fargo,expense,4
2024-02-12,26.08,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,4
2024-02-12,9.74,Entertainment,Music,Concert,PlayStation Store,expense,4
2024-02-14,31.78,Transportation,Gas,Car payment,Shell,expense,4
2024-02-14,19.47,Other,Other,Material song close feeling.,Salazar Inc,expense,4
2024-02-15,1873.11,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-02-16,22.8,Transportation,Parking,Gas fill-up,Lyft,expense,4
2024-02-16,14.7,ATM Fee,ATM Fee,Daughter back you.,Drake-Reid,expense,4
2024-02-18,82.03,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,4
2024-02-19,3.04,Entertainment,Gaming,Concert,Steam,expense,4
2024-02-20,802.11,Housing,Maintenance,Mortgage payment,Home Depot,expense,4
2024-02-20,33.21,Bank Fee,Bank Fee,Economic series news particularly.,Castro-Davis,expense,4
2024-02-21,9.79,Entertainment,Sports,Concert,Steam,expense,4
2024-02-22,15.94,Shopping,Electronics,Online purchase,Target,expense,4
2024-02-23,21.48,Transportation,Car Payment,Parking fee,Lyft,expense,4
2024-02-23,2.97,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,4
2024-02-23,60.07,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,4
2024-02-23,31.68,ATM Fee,ATM Fee,Big cultural exist.,Moreno-Garcia,expense,4
2024-02-24,25.88,Food & Dining,Restaurants,Dinner,McDonalds,expense,4
2024-02-25,42.53,Other,Other,Discover conference several already.,"Sanford, Hammond and May",expense,4
2024-02-26,26.07,Food & Dining,Restaurants,Grocery shopping,Uber Eats,expense,4
2024-02-26,23.65,Shopping,Books,Online purchase,CVS,expense,4
2024-02-26,22.17,Other,Other,Sometimes good that miss.,Moreno LLC,expense,4
2024-02-29,13.56,Food & Dining,Delivery,Dinner,Uber Eats,expense,4
2024-03-01,1873.74,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-03-01,21.03,Shopping,Electronics,Online purchase,Best Buy,expense,4
2024-03-01,42.89,Subscription,Subscription,Sort act significant single.,"Williams, Porter and Owens",expense,4
2024-03-02,5.88,Entertainment,Movies,Movie tickets,Netflix,expense,4
2024-03-02,5.2,Entertainment,Gaming,Concert,Spotify,expense,4
2024-03-02,20.71,Shopping,Clothing,Personal items,Best Buy,expense,4
2024-03-02,12.4,Subscription,Subscription,Feel state southern available.,"Velez, Powell and Leblanc",expense,4
2024-03-03,25.29,Food & Dining,Groceries,Lunch,Chipotle,expense,4
2024-03-03,22.09,Shopping,Books,Retail shopping,Amazon,expense,4
2024-03-04,129.46,Utilities,Internet,Electric bill,PG&E,expense,4
2024-03-05,799.25,Housing,Property Tax,Rent payment,Home Depot,expense,4
2024-03-10,126.05,Utilities,Electric,Phone bill,Water Company,expense,4
2024-03-10,2.43,Entertainment,Sports,Movie tickets,PlayStation Store,expense,4
2024-03-12,19.39,Food & Dining,Restaurants,Coffee,Whole Foods,expense,4
2024-03-12,75.67,Utilities,Phone,Internet bill,PG&E,expense,4
2024-03-13,36.27,Bank Fee,Bank Fee,Own relationship real.,"Barry, Avery and Barker",expense,4
2024-03-14,21.14,Food & Dining,Fast Food,Dinner,Safeway,expense,4
2024-03-14,37.78,Transportation,Uber/Lyft,Car payment,Lyft,expense,4
2024-03-15,1978.68,Salary,Salary,Monthly salary payment,Finance Inc,income,4
2024-03-15,1815.49,Freelance,Freelance,Freelance project payment,Client A,income,4
2024-03-16,12.06,Food & Dining,Delivery,Coffee,McDonalds,expense,4
2024-03-16,14.99,Transportation,Uber/Lyft,Parking fee,Uber,expense,4
2024-03-18,27.6,Transportation,Public Transit,Car payment,Honda Finance,expense,4
2024-03-19,753.94,Housing,Rent,Rent payment,Landlord,expense,4
2024-03-19,15.07,Subscription,Subscription,Level fish car.,Hughes-Atkinson,expense,4
2024-03-23,11.26,Transportation,Gas,Parking fee,Honda Finance,expense,4
2024-03-23,22.78,Subscription,Subscription,Today task star loss make.,"Jarvis, Harris and Ortega",expense,4
2024-03-24,26.56,Food & Dining,Coffee,Lunch,DoorDash,expense,4
2024-03-25,806.75,Housing,Maintenance,Property maintenance,Home Depot,expense,4
2024-03-25,18.09,Other,Other,Special page leg simply college.,"Diaz, Ross and Ramirez",expense,4
2024-03-25,30.58,Bank Fee,Bank Fee,Style develop.,Ball-Johnson,expense,4
2024-03-27,49.22,ATM Fee,ATM Fee,Song painting.,Mccall-Smith,expense,4
2024-03-28,92.01,Healthcare,Doctor Visit,Insurance,Kaiser Permanente,expense,4
2024-03-30,18.75,Shopping,Personal Care,Online purchase,Best Buy,expense,4
2024-04-01,2013.64,Salary,Salary,Monthly salary payment,Tech Corp,income,4
2024-04-03,47.64,ATM Fee,ATM Fee,Often eye challenge realize learn.,Mccoy-Foster,expense,4
2024-04-04,35.88,Transportation,Parking,Parking fee,Shell,expense,4
2024-04-04,11.11,Entertainment,Movies,Concert,Netflix,expense,4
2024-04-04,8.23,Shopping,Electronics,Retail shopping,Walgreens,expense,4
2024-04-04,80.17,Healthcare,Dental,Prescription,CVS Pharmacy,expense,4
2024-04-05,23.19,Shopping,Personal Care,Retail shopping,Amazon,expense,4
2024-04-06,30.67,Transportation,Uber/Lyft,Parking fee,Lyft,expense,4
2024-04-10,23.05,Food & Dining,Coffee,Grocery shopping,DoorDash,expense,4
2024-04-10,11.23,Transportation,Public Transit,Gas fill-up,Shell,expense,4
2024-04-12,32.51,Transportation,Parking,Car payment,Shell,expense,4
2024-04-15,1932.86,Salary,Salary,Monthly salary payment,Healthcare LLC,income,4
2024-04-15,662.31,Freelance,Freelance,Freelance project payment,Upwork,income,4
2024-04-15,25.51,Food & Dining,Coffee,Grocery shopping,DoorDash,expense,4
2024-04-15,11.42,Entertainment,Movies,Subscription,Spotify,expense,4
2024-04-15,161.69,Travel,Car Rental,Vacation expense,Southwest Airlines,expense,4
2024-04-17,33.1,Transportation,Parking,Gas fill-up,Chevron,expense,4
